Rate,Building Type,City,Cost Point Selector,Battery Capacity (kWh),Battery Power (kW),BAU Demand Cost,BAU Energy Cost,Capital Cost ($),Max Demand Rate ($/kW),Npv ($),PV Size (kW),Total Demand Savings ($),Total kWh Savings ($)
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Strip Mall,Phoenix,1,0 kWh,0 kW,101363,417930,$82K,$6.65,$0M,121 kW,16527.9,127344
A-10_Medium_General_Demand_Service_(Secondary_Voltage),Primary School,San Francisco,1,2 kWh,2 kW,355228,1277000,$229K,$16.78,$0M,334 kW,79730,498545
Time_of_Use_General_Service_Demand_Metered_Option_R_GS-2_TOU_R_-_Single_phase,Retail Store,Anaheim,1,0 kWh,0 kW,128808,554336,$116K,$9.97,$0M,171 kW,22817,292851
Power_and_Light_Medium_Schedule_PLM-11,Midrise Apartment,Atlanta,1,0 kWh,0 kW,0,123703,$0K,$0.00,$0M,0 kW,0,0
A-6_Small_General_Service_TOU_Single_Phase,Retail Store,San Francisco,1,72 kWh,12 kW,0,1003760,$160K,$0.00,$0M,198 kW,0,624257
Schedule_TOU-GSD-10_Time_Of_Use_-_General_Service_Demand,Secondary School,Atlanta,1,0 kWh,0 kW,1069300,1691890,$0K,$15.66,$0M,0 kW,0,0
Schedule_MDT-Medium_Standard_General_Service_Tukwila,Secondary School,Seattle,1,0 kWh,0 kW,147362,1455040,$0K,$2.32,$0M,0 kW,0,0
Schedule_MDB-_Medium_Standard_General_Service_Burien,Secondary School,Seattle,1,0 kWh,0 kW,147362,1409630,$0K,$2.32,$0M,0 kW,0,0
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_B_(under_2_kV),Small Office,Anaheim,1,11 kWh,4 kW,61646.5,63933.9,$27K,$38.02,$0M,31 kW,24333.9,30797.9
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_A_(Under_2kV),Supermarket,Anaheim,1,57 kWh,25 kW,658022,1565130,$378K,$17.81,$0M,509 kW,125301,715146
Schedule_GL_(Secondary_Voltage),Large Hotel,Baltimore,1,0 kWh,0 kW,335034,1852770,$0K,$6.15,$0M,0 kW,0,0
Large_Light_&_Power_-_Primary_voltage_discount,Medium Office,Minneapolis,1,0 kWh,0 kW,0,580114,$0K,$7.55,$0M,0 kW,0,0
BES-Small_Load_Delivery_Class_(Secondary),Primary School,Chicago,1,0 kWh,0 kW,177835,636797,$0K,$6.18,$0M,0 kW,0,0
BES-Small_Load_Delivery_Class_(Secondary),Small Hotel,Chicago,1,0 kWh,0 kW,97563.3,462529,$0K,$6.18,$0M,0 kW,0,0
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Outpatient,LasVegas,1,0 kWh,0 kW,277254,1008650,$10K,$12.47,$0M,14 kW,3127,13421
BES-Medium_Load_Delivery_Class_(Secondary),Small Hotel,Chicago,1,0 kWh,0 kW,99299.9,462529,$0K,$6.29,$0M,0 kW,0,0
GSEDS-1_Secondary_Demand,Warehouse,Helena,1,0 kWh,0 kW,63736.7,178856,$4K,$9.41,$0M,6 kW,1035.6,5749
Schedule_GL_(Secondary_Voltage),Outpatient,Baltimore,1,0 kWh,0 kW,206967,1185200,$3K,$6.15,$0M,4 kW,735,4260
E-36_Standard_Price_Plan_for_General_Service,Fast Food,Phoenix,1,0 kWh,0 kW,19111.3,129780,$1K,$6.76,$0M,1 kW,109.8,970
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_R_(2kV_to_50kV),Supermarket,Anaheim,1,0 kWh,0 kW,408262,1846380,$351K,$11.05,$0M,517 kW,50320,819280
Primary_Service_A-2_Rate(B)_Time-Of-Use_(TOU),Large Hotel,Los Angeles,1,6 kWh,5 kW,681843,2067680,$272K,$17.48,$0M,393 kW,53657,523200
A-6_Small_General_Service_TOU_Single_Phase,Outpatient,San Francisco,1,205 kWh,34 kW,0,2958630,$431K,$0.00,$1M,529 kW,0,1625650
GSD-1_(General_Service_Demand),Medium Office,Miami,1,0 kWh,0 kW,286797,454376,$0K,$10.60,$0M,0 kW,0,0
3B_General_Power_TOU_(PNM-Owned_Transformer),Primary School,Albuquerque,1,0 kWh,0 kW,347398,613618,$86K,$17.47,$0M,127 kW,50303,122696
A-10_Medium_General_Demand_Service_TOU_(Secondary_Voltage),Medium Office,San Francisco,1,20 kWh,11 kW,290061,1024170,$188K,$16.78,$0M,257 kW,54276,437622
OGS-TOU-NEM,Small Office,LasVegas,1,0 kWh,0 kW,0,59603.9,$0K,$0.00,$0M,0 kW,0,0
SC-9_-_General_Large_TOD_Service_[NYC],Hospital,New York,1,745 kWh,257 kW,6818630,6538560,"$1,691K",$54.31,$0M,"1,952 kW",1557380,1840380
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Primary School,LasVegas,1,0 kWh,0 kW,256899,708888,$61K,$12.47,$0M,89 kW,21913,83607
Schedule_MDE-_Medium_Standard_General_Service_SeaTac,Warehouse,Seattle,1,0 kWh,0 kW,12777.7,134398,$0K,$2.32,$0M,0 kW,0,0
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Large Hotel,Atlanta,1,0 kWh,0 kW,0,2035750,$0K,$0.00,$0M,0 kW,0,0
LGS-2_Large_General_Service-_Secondary_Distribution_Voltage,Large Hotel,LasVegas,1,0 kWh,0 kW,547920,1362130,$0K,$16.49,$0M,0 kW,0,0
GSEDS-1_Secondary_Demand,Secondary School,Helena,1,0 kWh,0 kW,630089,1671580,$118K,$9.41,$0M,173 kW,52765,166290
GSEDS-1_Secondary_Demand,Retail Store,Helena,1,0 kWh,0 kW,121494,379290,$20K,$9.41,$0M,30 kW,4732,28608
GSEDS-1_Primary_Non-Demand,Small Office,Helena,1,0 kWh,0 kW,0,74879.9,$3K,$0.00,$0M,5 kW,0,5980.2
Schedule_MDT-Medium_Standard_General_Service_Tukwila,Warehouse,Seattle,1,0 kWh,0 kW,12777.7,134034,$0K,$2.32,$0M,0 kW,0,0
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Large Hotel,Phoenix,1,0 kWh,0 kW,383272,2028600,$0K,$6.65,$0M,0 kW,0,0
GLSDT-1_(General_Service_Large_Demand_-_Time-Of-Use),Large Hotel,Miami,1,0 kWh,0 kW,817410,1394340,$0K,$11.00,$0M,0 kW,0,0
Time_of_Use_General_Service_Demand_Metered_Option_B_GS-2_TOU_B_Single_Phase,Restaurant,Anaheim,1,9 kWh,5 kW,136807,250724,$53K,$30.87,$0M,70 kW,26415,82056
SECONDARY_GENERAL_SERVICE_-_SCHEDULE_SG,Medium Office,Boulder,1,2 kWh,2 kW,481085,284311,$2K,$18.90,$0M,1 kW,3581,279
OGS-TOU-NEM,Medium Office,LasVegas,1,0 kWh,0 kW,0,607281,$0K,$0.00,$0M,0 kW,0,0
Power_and_Light_Medium_Schedule_PLM-11,Small Hotel,Atlanta,1,0 kWh,0 kW,0,344981,$0K,$0.00,$0M,0 kW,0,0
SECONDARY_GENERAL_SERVICE_-_SCHEDULE_SG,Supermarket,Boulder,1,5 kWh,4 kW,649177,628645,$19K,$18.90,$0M,21 kW,25239,10184
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Warehouse,Atlanta,1,0 kWh,0 kW,0,162006,$0K,$0.00,$0M,0 kW,0,4
Large_Light_&_Power_-_Primary_voltage_discount,Small Office,Minneapolis,1,0 kWh,0 kW,0,49547,$0K,$7.55,$0M,0 kW,0,0
LGS-3_Large_General_Service_(Secondary_Distribution_Voltage),Hospital,LasVegas,1,0 kWh,0 kW,1662760,4159200,$0K,$16.30,$0M,0 kW,0,0
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_R_(2kV_to_50kV),Medium Office,Anaheim,1,0 kWh,0 kW,251665,855019,$189K,$11.05,$0M,279 kW,33754,400047
Power_and_Light_Large_Schedule_PLL-11,Large Hotel,Atlanta,1,0 kWh,0 kW,0,1335720,$0K,$0.00,$0M,0 kW,0,0
SECONDARY_GENERAL_SERVICE_-_SCHEDULE_SG,Fast Food,Boulder,1,0 kWh,0 kW,55781,60765.3,$0K,$18.90,$0M,0 kW,0,0
LGS-1_-_Large_General_Service,Primary School,LasVegas,1,0 kWh,0 kW,293432,642688,$56K,$8.57,$0M,82 kW,24614,75182
BES-Large_Load_Delivery_Class_(Secondary),Restaurant,Chicago,1,0 kWh,0 kW,40709.6,203169,$0K,$6.73,$0M,0 kW,0,0
Small_General_Service_Metered_(A10),Supermarket,Duluth,1,0 kWh,0 kW,0,1873300,$254K,$0.00,$0M,374 kW,0,447030
GSEDS-1_Primary_Demand,Restaurant,Helena,1,0 kWh,0 kW,44752.3,225729,$0K,$7.90,$0M,0 kW,0,0
Schedule_MDE-_Medium_Standard_General_Service_SeaTac,Strip Mall,Seattle,1,0 kWh,0 kW,26208.2,294270,$0K,$2.32,$0M,0 kW,0,0
Schedule_MDD_-_Medium_Network_General_Service,Retail Store,Seattle,1,0 kWh,0 kW,50590.3,327988,$0K,$4.54,$0M,0 kW,0,0
GSEDS-1_Primary_Demand,Primary School,Helena,1,0 kWh,0 kW,201502,690168,$36K,$7.90,$0M,53 kW,14851,49892
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),Warehouse,San Francisco,1,29 kWh,10 kW,136214,172023,$63K,$34.72,$0M,71 kW,52296.4,85620.9
Schedule_GL_(Secondary_Voltage),Warehouse,Baltimore,1,0 kWh,0 kW,40094.4,168337,$0K,$6.15,$0M,0 kW,0,0
E-19_Medium_General_Demand_TOU_Option_R_(Secondary_Voluntary),Restaurant,San Francisco,1,16 kWh,5 kW,94332.4,354291,$56K,$17.58,$0M,72 kW,15479.4,144777
GSEDS-1_Primary_Demand,Hospital,Helena,1,0 kWh,0 kW,1158300,5599580,$0K,$7.90,$0M,0 kW,0,0
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Secondary School,LasVegas,1,0 kWh,0 kW,764226,1970550,$114K,$12.47,$0M,167 kW,37796,157030
GSD-1_(General_Service_Demand),Midrise Apartment,Miami,1,0 kWh,0 kW,97807.7,189076,$0K,$10.60,$0M,0 kW,0,0
GSEDS-1_Primary_Demand,Secondary School,Helena,1,0 kWh,0 kW,528807,1636110,$105K,$7.90,$0M,155 kW,40771,146340
Small_General_Service_Metered_(A10),Small Office,Duluth,1,0 kWh,0 kW,0,78967.9,$3K,$0.00,$0M,5 kW,0,5840.3
A-1-Small_General_Service-Non-Time_of_Use_Rate_(Single-Phase),Restaurant,San Francisco,1,0 kWh,0 kW,0,594406,$56K,$0.00,$0M,83 kW,0,204106
Time_of_Use_General_Service_Demand_Metered_Option_B_GS-2_TOU_B_Single_Phase,Small Office,Anaheim,1,4 kWh,2 kW,50922.2,65657.3,$21K,$30.87,$0M,27 kW,15153.6,27457.8
GSEDS-1_Primary_Non-Demand,Hospital,Helena,1,0 kWh,0 kW,0,7174430,$925K,$0.00,$0M,"1,363 kW",0,1637140
GSEDS-1_Primary_Demand,Strip Mall,Helena,1,0 kWh,0 kW,96703.3,349417,$0K,$7.90,$0M,0 kW,83.6,450
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_B_(under_2_kV),Small Hotel,Anaheim,1,46 kWh,16 kW,362114,511264,$103K,$38.02,$0M,118 kW,46436,135313
A-6_Small_General_Service_TOU_Single_Phase,Large Hotel,San Francisco,1,298 kWh,48 kW,0,4418220,$472K,$0.00,$1M,543 kW,0,1699930
GSEDS-1_Secondary_Non-Demand,Small Hotel,Helena,1,0 kWh,0 kW,0,760431,$72K,$0.00,$0M,106 kW,0,146519
Secondary_Photovoltaic_Time-Of-Use_Service_-_Schedule_SPVTOU,Midrise Apartment,Boulder,1,0 kWh,0 kW,27609.9,219605,$20K,$4.84,$0M,29 kW,477.5,37322
GS-2_(S)_Large_General_Service_Secondary,Retail Store,Fairbanks,1,0 kWh,0 kW,141744,922878,$128K,$11.06,$0M,189 kW,11539,279057
SECONDARY_GENERAL_SERVICE_-_SCHEDULE_SG,Hospital,Boulder,1,3 kWh,3 kW,2573110,2661400,$3K,$18.90,$0M,0 kW,4510,20
Large_Light_&_Power_-_Primary_voltage_discount,Warehouse,Minneapolis,1,0 kWh,0 kW,0,143801,$0K,$7.55,$0M,0 kW,0,0
E-63_STANDARD_PRICE_PLAN_FOR_PRIMARY_LARGE_GENERAL_SERVICE,Hospital,Phoenix,1,0 kWh,0 kW,446054,4863880,$0K,$4.12,$0M,0 kW,0,0
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Large Office,LasVegas,1,0 kWh,0 kW,1244510,3922530,$218K,$12.47,$0M,321 kW,60530,301930
Schedule_MDE-_Medium_Standard_General_Service_SeaTac,Retail Store,Seattle,1,0 kWh,0 kW,25852.3,291326,$0K,$2.32,$0M,0 kW,0,0
Small_General_Service_Metered_(A10),Large Office,Duluth,1,0 kWh,0 kW,0,5712320,$277K,$0.00,$0M,409 kW,0,485370
Time_of_Use_General_Service_Demand_Metered_Option_B_GS-2_TOU_B_Single_Phase,Fast Food,Anaheim,1,4 kWh,2 kW,70836.8,133816,$28K,$30.87,$0M,38 kW,11818.3,43907.4
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Large Office,Atlanta,1,0 kWh,0 kW,0,5348590,$0K,$0.00,$0M,0 kW,0,0
BES-Large_Load_Delivery_Class_(Secondary),Large Office,Chicago,1,0 kWh,0 kW,1115840,3877110,$0K,$6.73,$0M,0 kW,0,0
OGS-TOU-NEM,Retail Store,LasVegas,1,0 kWh,0 kW,0,349938,$0K,$0.00,$0M,0 kW,0,0
OGS-TOU-NEM,Small Hotel,LasVegas,1,0 kWh,0 kW,0,445712,$0K,$0.00,$0M,0 kW,0,0
Schedule_GL_(Secondary_Voltage),Small Hotel,Baltimore,1,0 kWh,0 kW,97976.8,559441,$0K,$6.15,$0M,0 kW,0,0
GSEDS-1_Secondary_Non-Demand,Outpatient,Helena,1,0 kWh,0 kW,0,1634090,$241K,$0.00,$0M,355 kW,0,475930
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Small Office,LasVegas,1,0 kWh,0 kW,19560.6,56750.6,$2K,$12.47,$0M,3 kW,613.8,2928.4
GSEDS-1_Primary_Demand,Outpatient,Helena,1,0 kWh,0 kW,264415,1088350,$2K,$7.90,$0M,3 kW,460,2620
Schedule_G_-_Secondary,Hospital,Baltimore,1,0 kWh,0 kW,0,9691980,"$1,286K",$0.00,$0M,"1,895 kW",0,2613140
Primary_Service_A-2_Rate(B)_Time-Of-Use_(TOU),Restaurant,Los Angeles,1,0 kWh,0 kW,97555.1,298486,$49K,$17.48,$0M,73 kW,15969.1,96936
SECONDARY_GENERAL_SERVICE_-_SCHEDULE_SG,Large Hotel,Boulder,1,1 kWh,1 kW,841904,743338,$1K,$18.90,$0M,0 kW,1507,37
Schedule_MDB-_Medium_Standard_General_Service_Burien,Warehouse,Seattle,1,0 kWh,0 kW,12777.7,129851,$0K,$2.32,$0M,0 kW,0,0
GSEDS-1_Secondary_Non-Demand,Medium Office,Helena,1,0 kWh,0 kW,0,969700,$123K,$0.00,$0M,182 kW,0,229375
Schedule_MDT-Medium_Standard_General_Service_Tukwila,Midrise Apartment,Seattle,1,0 kWh,0 kW,12223.7,151205,$0K,$2.32,$0M,0 kW,0,0
GSDT-1_(General_Service_Demand_-Time-Of-Use),Primary School,Miami,1,0 kWh,0 kW,429874,668922,$0K,$9.20,$0M,0 kW,0,0
GSEDS-1_Primary_Non-Demand,Medium Office,Helena,1,0 kWh,0 kW,0,827492,$38K,$0.00,$0M,57 kW,0,66942
A-6_Small_General_Service_TOU_Single_Phase,Strip Mall,San Francisco,1,77 kWh,13 kW,0,1016670,$162K,$0.00,$0M,199 kW,0,628772
Schedule_G_-_Secondary,Fast Food,Baltimore,1,0 kWh,0 kW,0,210090,$26K,$0.00,$0M,38 kW,0,53424
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Supermarket,Phoenix,1,0 kWh,0 kW,260188,1393910,$159K,$6.65,$0M,234 kW,27094,248920
Schedule_G_-_Secondary,Large Office,Baltimore,1,0 kWh,0 kW,0,7447200,"$1,075K",$0.00,$0M,"1,584 kW",0,2035130
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Hospital,LasVegas,1,0 kWh,0 kW,1156200,4863610,$0K,$12.47,$0M,0 kW,0,0
GSEDS-1_Secondary_Demand,Fast Food,Helena,1,0 kWh,0 kW,29785.4,131794,$0K,$9.41,$0M,0 kW,0,0
Primary_Service_A-2_Rate(B)_Time-Of-Use_(TOU),Medium Office,Los Angeles,1,4 kWh,4 kW,344496,736716,$165K,$17.48,$0M,238 kW,78799,283365
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_B_(under_2_kV),Supermarket,Anaheim,1,98 kWh,34 kW,950263,1368300,$357K,$38.02,$0M,455 kW,229138,521442
Schedule_MDB-_Medium_Standard_General_Service_Burien,Supermarket,Seattle,1,0 kWh,0 kW,84094.8,1154010,$0K,$2.32,$0M,0 kW,0,0
E-36_Standard_Price_Plan_for_General_Service,Hospital,Phoenix,1,0 kWh,0 kW,794574,5564950,$44K,$6.76,$0M,65 kW,7758,65910
GSD-1_(General_Service_Demand),Outpatient,Miami,1,0 kWh,0 kW,408601,858337,$0K,$10.60,$0M,0 kW,151,186
Schedule_SMC_-_Small_General_Service_City,Small Office,Seattle,1,0 kWh,0 kW,0,58454.4,$0K,$0.00,$0M,0 kW,0,0
General_Service_(A14),Secondary School,Duluth,1,0 kWh,0 kW,829674,1235180,$3K,$14.98,$0M,5 kW,2437,3270
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Fast Food,LasVegas,1,0 kWh,0 kW,27910.9,118212,$0K,$12.47,$0M,0 kW,0,0
A-6_Small_General_Service_TOU_Single_Phase,Fast Food,San Francisco,1,7 kWh,1 kW,0,370687,$36K,$0.00,$0M,49 kW,0,155733
BES-Small_Load_Delivery_Class_(Secondary),Restaurant,Chicago,1,0 kWh,0 kW,37382.7,203169,$0K,$6.18,$0M,0 kW,0,0
LGS-1_-_Large_General_Service,Midrise Apartment,LasVegas,1,0 kWh,0 kW,63880.7,178447,$0K,$8.57,$0M,0 kW,0,0
LGS-1_-_Large_General_Service,Small Office,LasVegas,1,0 kWh,0 kW,21832.6,51667.4,$1K,$8.57,$0M,1 kW,266,1115.3
3B_General_Power_TOU_(PNM-Owned_Transformer),Outpatient,Albuquerque,1,0 kWh,0 kW,444772,896443,$161K,$17.47,$0M,238 kW,56280,238114
Power_and_Light_Medium_Schedule_PLM-11,Retail Store,Atlanta,1,0 kWh,0 kW,0,235549,$0K,$0.00,$0M,0 kW,0,0
Schedule_MDB-_Medium_Standard_General_Service_Burien,Primary School,Seattle,1,0 kWh,0 kW,58053.5,607265,$0K,$2.32,$0M,0 kW,0,0
Schedule_G_-_Secondary,Retail Store,Baltimore,1,0 kWh,0 kW,0,555843,$96K,$0.00,$0M,142 kW,0,195156
BES-Large_Load_Delivery_Class_(Secondary),Small Hotel,Chicago,1,0 kWh,0 kW,106246,462529,$0K,$6.73,$0M,0 kW,0,0
GSEDS-1_Secondary_Demand,Large Office,Helena,1,0 kWh,0 kW,1419300,4256430,$153K,$9.41,$0M,226 kW,48190,218360
Schedule_MDD_-_Medium_Network_General_Service,Secondary School,Seattle,1,0 kWh,0 kW,288372,1642590,$0K,$4.54,$0M,0 kW,0,0
A-10_Medium_General_Demand_Service_TOU_(Secondary_Voltage),Strip Mall,San Francisco,1,11 kWh,5 kW,152863,594110,$113K,$16.78,$0M,158 kW,33858,295972
Schedule_MDD_-_Medium_Network_General_Service,Primary School,Seattle,1,0 kWh,0 kW,113605,707625,$0K,$4.54,$0M,0 kW,0,0
Large_Light_&_Power_-_Primary_voltage_discount,Large Hotel,Minneapolis,1,0 kWh,0 kW,0,1371950,$0K,$7.55,$0M,0 kW,0,0
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_B_(2kv-50kv),Medium Office,Anaheim,1,61 kWh,27 kW,559397,600770,$197K,$34.91,$0M,239 kW,166789,238787
LGS-1_-_Large_General_Service,Hospital,LasVegas,1,0 kWh,0 kW,1359410,4836860,$0K,$8.57,$0M,0 kW,0,0
Time_of_Use_General_Service_Demand_Metered_Option_A_GS-2_TOU_A_Single_Phase,Restaurant,Anaheim,1,8 kWh,3 kW,87251.5,317443,$58K,$13.20,$0M,79 kW,16240.9,127451
Primary_Service_A-2_Rate(B)_Time-Of-Use_(TOU),Primary School,Los Angeles,1,8 kWh,6 kW,491061,957089,$219K,$17.48,$0M,313 kW,161029,362896
BES-Small_Load_Delivery_Class_(Secondary),Large Office,Chicago,1,0 kWh,0 kW,1024650,3877110,$0K,$6.18,$0M,0 kW,0,0
Large_Light_&_Power_-_Primary_voltage_discount,Large Office,Minneapolis,1,0 kWh,0 kW,0,3637210,$0K,$7.55,$0M,0 kW,0,0
BES-Small_Load_Delivery_Class_(Secondary),Warehouse,Chicago,1,0 kWh,0 kW,42884.2,149727,$0K,$6.18,$0M,0 kW,0,0
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_B_(2kv-50kv),Outpatient,Anaheim,1,74 kWh,30 kW,833321,1061770,$308K,$34.91,$0M,395 kW,223423,418428
BES-Large_Load_Delivery_Class_(Secondary),Outpatient,Chicago,1,0 kWh,0 kW,225282,966539,$0K,$6.73,$0M,0 kW,0,0
OGS-TOU-NEM,Restaurant,LasVegas,1,0 kWh,0 kW,0,210593,$0K,$0.00,$0M,0 kW,0,0
General_Service_With_Demand_Meter_(Rate_Code_25),Primary School,Minneapolis,1,0 kWh,0 kW,157300,734304,$12K,$5.86,$0M,18 kW,3434,17152
BES-Large_Load_Delivery_Class_(Secondary),Medium Office,Chicago,1,0 kWh,0 kW,198188,592769,$0K,$6.73,$0M,0 kW,0,0
General_Service_(A14),Outpatient,Duluth,1,0 kWh,0 kW,398661,812167,$0K,$14.98,$0M,0 kW,0,0
Time-of-use_-_General_Service_-_Demand_Metered-Super_Off_Peak_TOU-GS-3-SOP_(2kv-50kv),Medium Office,Anaheim,1,59 kWh,27 kW,561288,518121,$147K,$36.38,$0M,167 kW,143093,151778
BES-Small_Load_Delivery_Class_(Secondary),Large Hotel,Chicago,1,0 kWh,0 kW,322924,1461900,$0K,$6.18,$0M,0 kW,0,0
Secondary_Photovoltaic_Time-Of-Use_Service_-_Schedule_SPVTOU,Small Hotel,Boulder,1,0 kWh,0 kW,73088.8,642410,$62K,$4.84,$0M,92 kW,0,118193
OGS-TOU-NEM,Midrise Apartment,LasVegas,1,0 kWh,0 kW,0,209594,$0K,$0.00,$0M,0 kW,0,0
A-10_Medium_General_Demand_Service_(Secondary_Voltage),Small Hotel,San Francisco,1,2 kWh,1 kW,192288,889146,$81K,$16.78,$0M,118 kW,1851,216223
Schedule_MDD_-_Medium_Network_General_Service,Strip Mall,Seattle,1,0 kWh,0 kW,51286.8,331303,$0K,$4.54,$0M,0 kW,0,0
SECONDARY_GENERAL_SERVICE_-_SCHEDULE_SG,Midrise Apartment,Boulder,1,0 kWh,0 kW,97721.6,82082.5,$0K,$18.90,$0M,0 kW,0,0
BES-Medium_Load_Delivery_Class_(Secondary),Strip Mall,Chicago,1,0 kWh,0 kW,81506.8,308644,$0K,$6.29,$0M,0 kW,0,0
Primary_Service_A-2_Rate(B)_Time-Of-Use_(TOU),Supermarket,Los Angeles,1,1 kWh,1 kW,562018,1659890,$320K,$17.48,$0M,469 kW,96862,628180
Schedule_MDC_-_Medium_Standard_General_Service_City,Secondary School,Seattle,1,0 kWh,0 kW,147362,1332630,$0K,$2.32,$0M,0 kW,0,0
SC-9_-_General_Large_Low_Tension_Service_[NYC],Retail Store,New York,1,0 kWh,0 kW,0,590413,$104K,$21.82,$0M,154 kW,0,221676
3B_General_Power_TOU_(PNM-Owned_Transformer),Hospital,Albuquerque,1,0 kWh,0 kW,2129230,4477310,$448K,$17.47,$0M,660 kW,113220,668930
GSEDS-1_Secondary_Demand,Supermarket,Helena,1,0 kWh,0 kW,354997,1396190,$51K,$9.41,$0M,75 kW,17024,72800
GSD-1_(General_Service_Demand),Primary School,Miami,1,0 kWh,0 kW,444645,634753,$0K,$10.60,$0M,0 kW,0,0
3B_General_Power_TOU_(PNM-Owned_Transformer),Small Hotel,Albuquerque,1,0 kWh,0 kW,140070,381451,$0K,$17.47,$0M,0 kW,0,0
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),Strip Mall,San Francisco,1,67 kWh,19 kW,326085,429916,$140K,$34.72,$0M,163 kW,112363,226315
Time_of_Use_General_Service_Demand_Metered_Option_B_GS-2_TOU_B_Single_Phase,Small Hotel,Anaheim,1,22 kWh,9 kW,300092,528117,$89K,$30.87,$0M,114 kW,23982,133363
Large_Light_&_Power_-_Primary_voltage_discount,Hospital,Minneapolis,1,0 kWh,0 kW,0,4858930,$0K,$7.55,$0M,0 kW,0,0
3B_General_Power_TOU_(PNM-Owned_Transformer),Medium Office,Albuquerque,1,0 kWh,0 kW,294818,498067,$99K,$17.47,$0M,145 kW,62891,137167
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Small Hotel,LasVegas,1,0 kWh,0 kW,121299,460547,$0K,$12.47,$0M,0 kW,0,0
E-19_Medium_General_Demand_TOU_Option_R_(Secondary_Voluntary),Midrise Apartment,San Francisco,1,26 kWh,6 kW,84123.8,253401,$39K,$17.58,$0M,42 kW,13755.1,86288
E-36_Standard_Price_Plan_for_General_Service,Large Office,Phoenix,1,0 kWh,0 kW,852223,4331260,$218K,$6.76,$0M,321 kW,48909,324950
Small_General_Service_Metered_(A10),Midrise Apartment,Duluth,1,0 kWh,0 kW,0,241255,$19K,$0.00,$0M,28 kW,0,33567
A-6_Small_General_Service_TOU_Single_Phase,Small Office,San Francisco,1,13 kWh,2 kW,0,173289,$29K,$0.00,$0M,35 kW,0,102316.8
Small_General_Service_Metered_(A10),Retail Store,Duluth,1,0 kWh,0 kW,0,502035,$82K,$0.00,$0M,121 kW,0,144646
General_Service_With_Demand_Meter_(Rate_Code_25),Large Hotel,Minneapolis,1,0 kWh,0 kW,305880,1708100,$0K,$5.86,$0M,0 kW,0,0
BES-Medium_Load_Delivery_Class_(Secondary),Warehouse,Chicago,1,0 kWh,0 kW,43647.5,149727,$0K,$6.29,$0M,0 kW,0,0
GSDT-1_(General_Service_Demand_-Time-Of-Use),Midrise Apartment,Miami,1,0 kWh,0 kW,95891.9,191041,$0K,$9.20,$0M,0 kW,0,0
Small_General_Service_Metered_(A10),Restaurant,Duluth,1,0 kWh,0 kW,0,300895,$35K,$0.00,$0M,51 kW,0,61621
OGS-TOU-NEM,Hospital,LasVegas,1,0 kWh,0 kW,0,4845280,$0K,$0.00,$0M,0 kW,0,0
General_Service_With_Demand_Meter_(Rate_Code_25),Strip Mall,Minneapolis,1,0 kWh,0 kW,75272.4,367324,$0K,$5.86,$0M,0 kW,0,0
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_A_(Under_2kV),Medium Office,Anaheim,1,45 kWh,23 kW,405626,732000,$217K,$17.81,$0M,279 kW,95901,359741
GSD-1_(General_Service_Demand),Restaurant,Miami,1,0 kWh,0 kW,85357.5,199646,$0K,$10.60,$0M,0 kW,0,0
GS-2_(S)_Large_General_Service_Secondary,Outpatient,Fairbanks,1,0 kWh,0 kW,376861,2607740,$276K,$11.06,$0M,407 kW,22112,587170
Schedule_MDB-_Medium_Standard_General_Service_Burien,Strip Mall,Seattle,1,0 kWh,0 kW,26208.2,284315,$0K,$2.32,$0M,0 kW,0,0
